Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",0,3.91,Delacorte Press,ebook,360,2017,2017,,2020/11/01,to-read,to-read (#47),to-read,,,,0,0
5364,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.34,Bantam,Paperback,947,2001,1992,,2020/11/01,to-read,to-read (#46),to-read,,,,0,0
781844,"On Death and Dying: What the Dying Have to Teach Doctors, Nurses, Clergy and Their Own Families",Elisabeth Kübler-Ross,"Kübler-Ross, Elisabeth",,"=""0684839385""","=""9780684839387""",0,4.16,Scribner,Paperback,288,1997,1969,,2020/11/01,to-read,to-read (#45),to-read,,,,0,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.55,Bantam,Mass Market Paperback,1177,2003,2000,,2020/11/01,,,read,,,,1,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.26,Arrow Books,Paperback,421,2002,1988,,2020/11/01,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",0,3.50,W.W. Norton & Company,Paperback,259,2001,1000,,2020/11/01,,,read,,,,1,0
375013,Schindler’s List,Thomas Keneally,"Keneally, Thomas",,"=""0340606517""","=""9780340606513""",0,4.34,Sceptre,Mass Market Paperback,429,1994,1982,,2020/11/01,to-read,to-read (#44),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,,2020/11/01,to-read,to-read (#43),to-read,,,,0,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",0,3.92,Penguin Classics,Paperback,244,2006,1876,,2020/11/01,,,read,,,,1,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.28,Penguin Books,Paperback,287,2019,1982,,2020/11/01,,,read,,,,1,0
25645546,"Glass Sword (Red Queen, #2)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310682""","=""9780062310682""",4,3.78,HarperCollins,Kindle Edition,448,2016,2016,2020/11/01,2020/10/24,,,read,,,,1,0
53003500,"Trust No One (Devlin & Falco, #1)",Debra Webb,"Webb, Debra",,"=""1542018080""","=""9781542018081""",0,4.22,Thomas & Mercer,Kindle Edition,428,2020,2020,,2020/10/25,to-read,to-read (#42),to-read,,,,0,0
21463939,What If? 10th Anniversary Edition: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",0,4.14,Dey Street Books,Kindle Edition,320,2024,2014,,2020/10/25,,,read,,,,1,0
37190,The Tale of Despereaux,Kate DiCamillo,"DiCamillo, Kate",Timothy Basil Ering,"=""0763625299""","=""9780763625290""",0,4.08,Candlewick Press,Paperback,272,2008,2003,,2020/10/24,,,read,,,,1,0
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""0061448761""","=""9780061448768""",0,3.87,Katherine Tegen Books,Hardcover,560,2008,2008,,2020/10/24,,,read,,,,1,0
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,"Carter, Ally",,"=""1423100034""","=""9781423100034""",0,3.84,Hyperion Book CH,Hardcover,284,2006,2006,,2020/10/24,,,read,,,,1,0
16136599,"Redeemed (House of Night, #12)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312594445""","=""9780312594442""",0,4.01,St. Martin's Griffin,Hardcover,310,2014,2014,,2020/10/24,,,read,,,,1,0
16096873,"Revealed (House of Night, #11)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""""","=""""",0,3.89,Atom,ebook,306,2013,2013,,2020/10/24,,,read,,,,1,0
7933615,"Hidden (House of Night, #10)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312594429""","=""9780312594428""",0,4.00,St. Martin's Griffin,Hardcover,302,2012,2012,,2020/10/24,,,read,,,,1,0
7933617,"Destined (House of Night, #9)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654871""","=""9781905654871""",0,4.03,Atom,Hardcover,325,2011,2011,,2020/10/24,,,read,,,,1,0
8652190,"Awakened (House of Night, #8)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312650248""","=""9780312650247""",0,4.00,St. Martin's Griffin,Hardcover,290,2011,2011,,2020/10/24,,,read,,,,1,0
6917952,"Burned (House of Night, #7)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654944""","=""9781905654949""",0,3.97,Atom,Paperback,323,2010,2010,,2020/10/24,,,read,,,,1,0
6262365,"Tempted (House of Night, #6)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""1905654588""","=""9781905654581""",0,3.95,Atom,Paperback,319,2009,2009,,2020/10/24,,,read,,,,1,0
4134071,"Hunted (House of Night, #5)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""031237982X""","=""9780312379827""",0,3.93,St. Martin's Griffin,Hardcover,336,2009,2009,,2020/10/24,,,read,,,,1,0
2866718,"Untamed (House of Night, #4)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312379838""","=""9780312379834""",0,3.94,St. Martin's Griffin,Paperback,338,2009,2008,,2020/10/24,,,read,,,,1,0
1326258,"Chosen (House of Night, #3)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312360304""","=""9780312360306""",0,3.91,St. Martin's Griffin,Paperback,307,2008,2008,,2020/10/24,,,read,,,,1,0
676924,"Betrayed (House of Night, #2)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312360282""","=""9780312360283""",0,3.92,St. Martin's Griffin,Paperback,310,2007,2007,,2020/10/24,,,read,,,,1,0
30183,"Marked (House of Night, #1)",P.C. Cast,"Cast, P.C.",Kristin Cast,"=""0312360266""","=""9780312360269""",0,3.82,St. Martin's Press,Paperback,306,2007,2007,,2020/10/24,,,read,,,,1,0
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375822747""","=""9780375822742""",0,3.90,Random House Children's Books,Paperback,270,2003,2003,,2020/10/24,,,read,,,,1,0
28187230,"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,"Ware, Ruth",,"=""1501132938""","=""9781501132933""",0,3.72,Scout Press,Hardcover,341,2016,2016,,2020/10/23,,,read,,,,1,0
1189210,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",Shelly Frasier,"=""1400100976""","=""9781400100972""",0,4.06,Tantor Media Inc,Audio CD,,2003,2003,,2020/10/23,,,read,,,,1,0
46212545,Code Name: Lise: The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,Larry Loftis,"Loftis, Larry",,"=""1501198661""","=""9781501198663""",0,4.00,Gallery Books,Paperback,400,2019,2019,,2020/10/23,to-read,to-read (#41),to-read,,,,0,0
34184307,Code Girls: The Untold Story of the American Women Code Breakers Who Helped Win World War II,Liza Mundy,"Mundy, Liza",,"=""0316439894""","=""9780316439893""",0,3.96,Hachette Books,Hardcover,640,2017,2017,,2020/10/23,to-read,to-read (#40),to-read,,,,0,0
26109020,The Romanovs: 1613-1918,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0307266524""","=""9780307266521""",0,4.02,Knopf,Hardcover,784,2016,2016,,2020/10/23,to-read,to-read (#39),to-read,,,,0,0
39098246,The Corset,Laura  Purcell,"Purcell, Laura",,"=""1408889617""","=""9781408889619""",0,4.14,Raven Books,Hardcover,392,2018,2018,,2020/10/23,to-read,to-read (#38),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2020/10/23,,,read,,,,1,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.34,Scribner,Hardcover,472,2010,2010,,2020/10/23,,,read,,,,1,0
74720,"The Beatrice Letters (A Series of Unfortunate Events, #12.5)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060586583""","=""9780060586584""",0,3.78,HarperCollins,Hardcover,72,2006,2006,,2020/10/23,,,read,,,,1,0
65112,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410161""","=""9780064410168""",0,4.04,HarperCollins Publishers,Hardcover,353,2006,2006,,2020/10/23,,,read,,,,1,0
65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410153""","=""9780064410151""",0,4.09,HarperCollins Publishers,Hardcover,353,2005,2005,,2020/10/23,,,read,,,,1,0
65111,"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410145""","=""9780064410144""",0,4.03,HarperCollins Publishers,Hardcover,323,2004,2004,,2020/10/23,,,read,,,,1,0
65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""1405206128""","=""9781405206129""",0,3.99,Egmont,Kindle Edition,272,2003,2001,,2020/10/23,,,read,,,,1,0
297792,"The Slippery Slope (A Series of Unfortunate Events, #10)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410137""","=""9780064410137""",0,4.05,HarperCollins Publishers,Hardcover,337,2003,2003,,2020/10/23,,,read,,,,1,0
324277,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410129""","=""9780064410120""",0,4.01,HarperCollins Publishers,Hardcover,286,2002,2002,,2020/10/23,,,read,,,,1,0
150037,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060566221""","=""9780060566227""",0,3.97,HarperCollins Publishers ,Hardcover,272,2001,2001,,2020/10/23,,,read,,,,1,0
172327,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,"Snicket, Lemony",Tim Curry,"=""0060566213""","=""9780060566210""",0,4.06,HarperCollins Publishers ,Hardcover,259,2001,2001,,2020/10/23,,,read,,,,1,0
65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439272637""","=""9780439272636""",0,3.86,"Scholastic, Inc.",Paperback,194,2000,2000,,2020/10/23,,,read,,,,1,0
131123,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064408639""","=""9780064408639""",0,4.01,HarperCollins,Hardcover,221,2000,2000,,2020/10/23,,,read,,,,1,0
438492,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064407683""","=""9780064407687""",0,3.95,HarperCollins Publishers,Hardcover,214,2000,2000,,2020/10/23,,,read,,,,1,0
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""""","=""""",0,4.02,"Scholastic, Inc.",Paperback,192,1999,1999,,2020/10/23,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,4.03,"Scholastic, Inc.",Paperback,162,1999,1999,,2020/10/23,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",0,4.26,Anchor Books,Paperback,368,1999,1997,,2020/10/23,,,read,,,,1,0
21996,The Devil in the White City,Erik Larson,"Larson, Erik",Tony Goldwyn,"=""0739303406""","=""9780739303405""",0,4.00,Random House Audio Publishing Group,Paperback,496,2003,2003,,2020/10/23,,,read,,,,1,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,2020/10/23,,,read,,,,1,0
43545,"The Once and Future King (The Once and Future King, #1-5)",T.H. White,"White, T.H.",,"=""""","=""""",0,4.07,Ace,Mass Market Paperback,639,1987,1958,,2020/10/23,to-read,to-read (#37),to-read,,,,0,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",0,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2020/10/23,,,read,,,,1,0
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",Robert Bray,"=""0811214044""","=""9780811214049""",0,3.74,New Directions,Paperback,104,1999,1945,,2020/10/23,,,read,,,,1,0
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",0,3.93,Plume/Penguin,Paperback,233,2005,1999,,2020/10/23,,,read,,,,1,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.17,Starfire,Paperback,166,1989,1988,,2020/10/23,to-read,to-read (#36),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library,Mass Market Paperback,497,1980,1977,,2020/10/23,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",0,3.62,"Little, Brown and Company",Hardcover,563,2006,2006,,2020/10/23,,,read,,,,1,0
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,"=""0060513063""","=""9780060513061""",0,4.37,Harpercollins Childrens Books,Hardcover,176,2002,1981,,2020/10/23,,,read,,,,1,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",0,3.76,"Little, Brown and Company",Hardcover,756,2008,2008,,2020/10/23,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",0,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,,2020/10/23,,,read,,,,1,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,4.01,Scholastic,Paperback,272,2000,1998,,2020/10/23,,,read,,,,1,0
60748,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",0,4.14,Health Communications Inc,Paperback,184,1995,1995,,2020/10/23,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,,2020/10/23,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",0,4.55,Disney-Hyperion Books,Hardcover,381,2009,2009,,2020/10/23,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.37,Puffin Books,Kindle Edition,352,2007,2007,,2020/10/23,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",0,4.24,Hyperion Books,Hardcover,279,2006,2006,,2020/10/23,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",0,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,,2020/10/23,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2020/10/23,,,read,,,,1,0
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,"=""0440227534""","=""9780440227533""",0,4.20,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2020/10/23,,,read,,,,1,0
402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,"=""0345350499""","=""9780345350497""",0,4.13,Ballantine Books,Paperback,884,1984,1982,,2020/10/23,to-read,to-read (#35),to-read,,,,0,0
43763,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"Rice, Anne",,"=""0345476875""","=""9780345476876""",0,4.02,Ballantine Books,Paperback,346,2004,1976,,2020/10/23,to-read,to-read (#34),to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2020/10/23,to-read,to-read (#33),to-read,,,,0,0
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher W.E. Bigsby,"=""0142437336""","=""9780142437339""",0,3.61,Penguin Books,Paperback,143,2003,1953,,2020/10/23,,,read,,,,1,0
18122,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",0,4.11,Laurel Leaf,Mass Market Paperback,465,2003,2000,,2020/10/23,,,read,,,,1,0
41637836,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,"=""""","=""""",0,4.15,RHCP Digital,Kindle Edition,370,2018,1997,,2020/10/23,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2020/10/23,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.94,Anchor,Paperback,489,2006,2003,,2020/10/23,,,read,,,,1,0
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",0,4.30,HarperCollins Publishers,Paperback,496,2006,1943,,2020/10/23,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.68,"Little, Brown and Company",Paperback,498,2006,2005,,2020/10/23,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",0,3.44,Penguin Books,Paperback,279,2002,1850,,2020/10/23,,,read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""0141439602""","=""9780141439600""",0,3.88,Penguin Books,Paperback,489,2003,1859,,2020/10/23,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",0,4.15,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2020/10/23,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.83,Penguin Classics ,Paperback,541,2006,-800,,2020/10/23,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,3.83,Penguin Classics,Paperback,327,2002,1885,,2020/10/23,,,read,,,,1,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.14,Random House: Modern Library,Paperback,272,2004,1890,,2020/10/23,,,read,,,,1,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",0,4.38,Hill & Wang,Paperback,120,2006,1956,,2020/10/23,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2020/10/23,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/10/23,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2020/10/23,to-read,to-read (#32),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2020/10/23,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2020/10/23,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.58,Scholastic Inc,Paperback,652,2006,2005,,2020/10/23,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439686520""","=""9780439686525""",0,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2020/10/23,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/10/23,,,read,,,,1,0
147915,"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""0007119550""","=""9780007119554""",0,4.55,HarperVoyager ,Paperback,639,2011,2000,,2020/10/23,,,read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.34,Random House Worlds,Kindle Edition,1125,2011,2011,,2020/10/23,,,read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.17,Bantam Books,Mass Market Paperback,1060,2011,2005,,2020/10/23,,,read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.42,Random House Worlds,Paperback,1009,2002,1998,,2020/10/23,,,read,,,,1,0
52163643,The Unraveling of Cassidy Holmes,Elissa R. Sloan,"Sloan, Elissa R.",,"=""""","=""""",0,3.46,William Morrow Paperbacks,ebook,448,2020,2020,,2020/10/20,to-read,to-read (#31),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,4.00,Zola Books,ebook,537,2013,2003,,2020/10/18,,,read,,,,1,0
50309218,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of his Time,Dava Sobel,"Sobel, Dava",,"=""""","=""""",0,3.99,Walker Books,Kindle Edition,191,,1995,,2020/10/18,,,read,,,,1,0
54561146,"The Ghost Map: The Story of London's Most Terrifying Epidemic--and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""""","=""""",0,3.89,Riverhead,Kindle Edition,332,2020,2006,,2020/10/18,,,read,,,,1,0
52544208,Islands of Mercy,Rose Tremain,"Tremain, Rose",,"=""1784743313""","=""9781784743314""",5,3.70,Chatto  Windus,Hardcover,368,2020,2020,2020/10/18,2020/09/17,,,read,,,,2,0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.30,Spectra,Kindle Edition,752,2016,2006,,2020/10/18,to-read,to-read (#30),to-read,,,,0,0
25667449,The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"Laing, Olivia",,"=""1250039576""","=""9781250039576""",0,3.92,Picador,Hardcover,336,2016,2016,,2020/10/18,to-read,to-read (#29),to-read,,,,0,0
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,4.07,Random House,Hardcover,443,2012,2012,,2020/10/18,to-read,to-read (#28),to-read,,,,0,0
37678008,The Mermaid and Mrs. Hancock,Imogen Hermes Gowar,"Gowar, Imogen Hermes",,"=""""","=""""",0,3.55,Harper,Hardcover,487,2018,2018,,2020/10/18,to-read,to-read (#27),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.27,Ballantine Books,Paperback,429,2003,1973,,2020/10/18,to-read,to-read (#26),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.33,Penguin Classics,Paperback,1276,2003,1844,,2020/10/18,to-read,to-read (#25),to-read,,,,0,0
15955998,I Told You I Was Ill: Laughing in the Face of Death,Liz Evers,"Evers, Liz",,"=""184317622X""","=""9781843176220""",0,3.26,Michael O'Mara,Hardcover,192,2013,2012,,2020/10/18,to-read,to-read (#24),to-read,,,,0,0
68682,And the Ass Saw the Angel,Nick Cave,"Cave, Nick",,"=""1880985721""","=""9781880985724""",0,3.84,2.13.61,Paperback,320,2003,1989,,2020/10/18,to-read,to-read (#23),to-read,,,,0,0
16556,The Infinite Plan,Isabel Allende,"Allende, Isabel",Cornelia Rădulescu,"=""0060924985""","=""9780060924980""",0,3.78,HarperPerennial,Paperback,384,1992,1992,,2020/10/18,to-read,to-read (#22),to-read,,,,0,0
37586799,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0007550227""","=""9780007550227""",0,3.97,HarperVoyager,Paperback,416,2018,2014,,2020/10/18,to-read,to-read (#21),to-read,,,,0,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,4.22,Gollancz,Paperback,515,2007,2006,,2020/10/18,to-read,to-read (#20),to-read,,,,0,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.85,Gollancz,Hardcover,392,2011,2011,,2020/10/18,to-read,to-read (#19),to-read,,,,0,0
29844228,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595147888""","=""9781595147882""",0,3.84,Razorbill,Hardcover,352,2016,2007,,2020/10/16,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2020/10/16,,,read,,,,1,0
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",0,4.10,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2020/10/16,,,read,,,,1,0
